,Name,Star Rating,State,Date,Players,Matches
7203,Northwest Open,0,,09/19/1999,65,198
7204,1999 Bemer Plus Sunbelt Team C,0,,09/18/1999,52,182
7205,South Bend Autumn Open,0,,09/18/1999,37,161
7206,1999 Indianapolis Summer Open,0,,09/12/1999,36,172
7207,Maryland September Circuit,0,,09/12/1999,41,172
7208,Pacific Coast Open,0,,09/12/1999,132,396
7209,Portsmouth Open Invitational,0,,09/12/1999,31,106
7210,1999 Kansas Late Summer Classi,0,,09/11/1999,40,147
7211,1999 Sam Lima Memorial,0,,09/05/1999,108,412
7212,Palama Closed,0,,09/05/1999,4,6
7213,Sports Fitness Player Series,0,,09/04/1999,34,138
7214,Florida State Closed,0,,08/29/1999,96,293
7215,Long Island Open Championships,0,,08/29/1999,55,153
7216,Teams and More Open,0,,08/29/1999,33,127
7217,Davison August Open,0,,08/28/1999,33,180
7218,Macy Block Open (formerly Sun ,0,,08/22/1999,195,922
7219,San Francisco Summer Open,0,,08/22/1999,97,288
7220,1999 Ann Van Vooren Memorial C,0,,08/21/1999,48,164
7221,1999 Charlotte Open,0,,08/21/1999,19,80
7222,1999 Decatur Open,0,,08/21/1999,67,234
7223,Schaumburg RR Open,0,,08/21/1999,53,246
7224,Sports Fitness Player Series,0,,08/14/1999,40,167
7225,St. Louis Gateway Open,0,,08/09/1999,101,388
7226,1999 Club Challenge and RR,0,,08/08/1999,34,121
7227,Maryland August Circuit,0,,08/08/1999,30,132
7228,Portland Summer Double RR Open,0,,08/07/1999,31,135
7229,Surf City Open,0,,08/07/1999,55,154
7230,1999 AAU/Jr. Olympic Games,0,,08/06/1999,94,186
7231,1999 AAU/Jr. Olympic Teams,0,,08/06/1999,63,53
7232,1999 AAU/Nationals,0,,08/06/1999,93,237
7233,Keystone State Games,0,,08/01/1999,27,153
7234,1999 Champion TTC Summer Open,0,,08/01/1999,106,327
7235,Arizona Sizzler Giant RR,0,,07/31/1999,36,158
7236,Georgia Games Closed,0,,07/25/1999,71,206
7237,Show-Me-State Games,0,,07/25/1999,47,98
7238,1999 Waco Summer RR,0,,07/24/1999,48,201
7239,Maryland Circuit July Teams,0,,07/24/1999,10,40
7240,MTTC 99 Open,0,,07/24/1999,61,141
7241,Pace 2-man Giant RR,0,,07/24/1999,16,40
7242,South Bend Summer Open,0,,07/24/1999,41,147
7243,1999 Cleveland Summer Open,0,,07/18/1999,44,180
7244,Maryland July Circuit,0,,07/11/1999,33,157
7245,Joe Bujalski Memorial Open,0,,07/10/1999,100,343
7246,1999 US Open,0,,07/04/1999,613,2748
7247,1999 North American Championsh,0,,06/29/1999,28,53
7248,California State Open,0,,06/27/1999,134,417
7249,Maryland Closed State Champion,0,,06/27/1999,22,104
7250,Joe Henneke Space Coast Open,0,,06/27/1999,49,114
7251,AITTL Singles Tournament,0,,06/26/1999,12,23
7252,Grand Canyon State Games,0,,06/20/1999,30,71
7253,3-Man Team Open,0,,06/19/1999,33,130
7254,Butterfly/PTTC June Open,0,,06/19/1999,54,149
7255,Hoosier State Games,0,,06/19/1999,3,3
7256,Meiklejohn National Seniors TT,0,,06/13/1999,168,459
7257,1999 Seattle Open,0,,06/13/1999,152,460
7258,Strike One June Open,0,,06/13/1999,16,33
7259,Maryland Medallion Championshi,0,,06/12/1999,21,107
7260,2nd Annual Palmer Giant RR,0,,06/07/1999,34,175
7261,1999 Macy Block Ohio Closed,0,,06/06/1999,45,147
7262,Maryland June Circuit,0,,06/06/1999,31,123
7263,Georgia AAU/Jr. Olympic Trials,0,,06/05/1999,19,52
7264,HTTC Open,0,,06/05/1999,52,134
7265,Maryland AAU Jr. Olympic Trial,0,,06/05/1999,28,50
7266,Sports Fitness Player Series,0,,06/05/1999,36,139
7267,St. Joseph Valley Open,0,,05/30/1999,223,1061
7268,Golden State Open,0,,05/29/1999,143,391
7269,1999 Potomac Spring Open,0,,05/23/1999,66,207
7270,Florida Sunshine State Games,0,,05/23/1999,53,226
7271,Minnesota Open,0,,05/23/1999,78,260
7272,NJTTC May Open,0,,05/23/1999,103,339
7273,Portsmouth Invitational,0,,05/23/1999,26,85
7274,Davison May Open,0,,05/22/1999,31,135
7275,2 Much Fun!! TT & Golf Weekend,0,,05/16/1999,36,87
7276,Butterfly/BCC May Open,0,,05/15/1999,61,205
7277,1999 Nashville Spring Open,0,,05/15/1999,35,104
7278,Maryland Circuit May Teams,0,,05/15/1999,6,12
7279,Kennedy Memorial Park Spring C,0,,05/09/1999,110,371
7280,Schaumburg Open,0,,05/08/1999,82,235
7281,1999 Wichita River Festival TT,0,,05/08/1999,37,133
7282,"Atlanta ""Spring"" Open",0,,05/08/1999,47,170
7283,Sac-Rec Spring Open,0,,05/08/1999,99,303
7284,Maryland May Circuit,0,,05/02/1999,27,101
7285,NJTTC May Open,0,,05/02/1999,98,286
7286,1999 Spring CO Civil War Close,0,,05/01/1999,24,64
7287,Sports Fitness Player Series,0,,05/01/1999,33,150
7288,Sun City Open Senior TTT,0,,05/01/1999,39,51
7289,Syracuse Hooters Giant RR,0,,05/01/1999,28,117
7290,1999 Indiana State Closed TT C,0,,04/25/1999,30,116
7291,1999 Penn State Championships ,0,,04/25/1999,80,280
7292,Arizona State Championship,0,,04/25/1999,58,191
7293,Thousand Oaks Classic,0,,04/25/1999,70,211
7294,In the Red Open,0,,04/25/1999,93,302
7295,ACUI TTT,0,,04/24/1999,48,99
7296,1999 Overseas Chinese Open,0,,04/24/1999,92,226
7297,April Open,0,,04/24/1999,45,185
7298,Chattanooga Open,0,,04/24/1999,41,160
7299,Orlando Firefighters Open,0,,04/24/1999,44,171
7300,St. Louis Spring Open,0,,04/24/1999,75,210
7301,MDTTC April Open,0,,04/18/1999,31,97
7302,Tri-City Spring RR,0,,04/18/1999,41,280
7303,Strike One April Open,0,,04/18/1999,24,59
7304,Alabama State Championship,0,,04/17/1999,29,77
7305,1999 Los Angeles TT Open Champ,0,,04/11/1999,247,605
7306,1999 New Jersey State Champion,0,,04/11/1999,68,208
7307,1999 Rhode Island Open,0,,04/11/1999,47,124
7308,Maryland April Circuit,0,,04/11/1999,29,126
7309,1999 Columbia April Giant RR,0,,04/11/1999,19,69
7310,2nd Annual Billings Open,0,,04/10/1999,26,121
7311,Albuquerque Team Tournament,0,,04/10/1999,25,130
7312,Dayton Giant RR Open,0,,04/10/1999,39,168
7313,Sports Fitness Player Series,0,,04/06/1999,24,94
7314,Spin Open,0,,04/04/1999,235,880
7315,BCC April Open,0,,04/03/1999,41,113
7316,Schaumburg 13 Anni No Waiting ,0,,04/03/1999,70,234
7317,Windsor Vermont April 1999 Gia,0,,04/03/1999,51,161
7318,Colorado River Open,0,,03/28/1999,73,275
7319,MATTC March Open,0,,03/28/1999,87,374
7320,South Bend Open,0,,03/28/1999,66,258
7321,HTTC March RR,0,,03/27/1999,59,238
7322,Air Traffic Spring Open,0,,03/21/1999,72,244
7323,Arizona Open,0,,03/21/1999,94,418
7324,NJTTC March Open,0,,03/21/1999,113,351
7325,Portsmoutn Open Invitational,0,,03/21/1999,32,127
7326,Bean Soup Open,0,,03/20/1999,21,43
7327,Davison March Open,0,,03/20/1999,46,190
7328,Maryland Circuit March Teams,0,,03/20/1999,8,22
7329,Pensacola Winter Open,0,,03/20/1999,26,108
7330,Arkansas Open,0,,03/14/1999,63,253
7331,Augusta March Open,0,,03/13/1999,35,131
7332,BCC Butterfly March Open,0,,03/13/1999,77,280
7333,1999 Spring CO Civil War Close,0,,03/07/1999,47,145
7334,1999 National Team Trials,0,,03/07/1999,21,103
7335,Harlingen Spring RR Open TTT,0,,03/07/1999,32,121
7336,Maryland March Circuit,0,,03/07/1999,41,194
7337,Sacramento Open 2 Star,0,,03/07/1999,117,523
7338,1999 New Hampshire RR Open,0,,03/07/1999,55,178
7339,Atlanta Giant RR,0,,03/06/1999,50,205
7340,Sports Fitness Player Series,0,,03/06/1999,26,102
7341,1999 Irving RR,0,,02/28/1999,66,294
7342,NY Open Circuit - Rochester Gi,0,,02/28/1999,64,321
7343,Strike One February Open,0,,02/28/1999,30,81
7344,1999 Kansas Winter Classic,0,,02/27/1999,43,173
7345,Davison February Open,0,,02/27/1999,59,241
7346,Friendliest Tournament in Amer,0,,02/27/1999,69,218
7347,North Alabama Open,0,,02/27/1999,24,96
7348,1999 Vietnamese New Year Invit,0,,02/21/1999,32,92
7349,2nd Annual Rocky Mountain Regi,0,,02/21/1999,22,59
7350,MDTTC February Open,0,,02/21/1999,67,219
7351,1999 Columbia Closed,0,,02/21/1999,18,54
7352,Fresno Collegiate Open,0,,02/20/1999,23,47
7353,Steve Ezzo No Waiting RR Open,0,,02/20/1999,72,243
7354,Golden Western States Open,0,,02/14/1999,104,275
7355,NJTTC February Winter,0,,02/14/1999,129,412
7356,1999 Michigan State Champs & G,0,,02/07/1999,87,349
7357,Maryland February Circuit,0,,02/07/1999,36,147
7358,Columbus RR Open,0,,02/06/1999,38,164
7359,Sooner State Games,0,,02/06/1999,30,91
7360,Sports Fitness Player Series,0,,02/06/1999,49,283
7361,Orlando Winter Open,0,,01/31/1999,85,248
7362,South Bend Winter Open,0,,01/31/1999,70,310
7363,Royal Ozark Winter Classic,0,,01/30/1999,50,146
7364,1999 Star of the North State G,0,,01/24/1999,68,221
7365,1999 Cleveland Open,0,,01/24/1999,76,287
7366,Bernie Bennet Memorial,0,,01/23/1999,63,249
7367,Maryland Circuit Teams,0,,01/23/1999,12,42
7368,NY Open Circuit - Walt Stephen,0,,01/23/1999,31,141
7369,Portland Giant RR,0,,01/23/1999,17,70
7370,Lincoln Open,0,,01/17/1999,29,105
7371,Davison Jan Open,0,,01/16/1999,52,215
7372,Sac-Rec Winter Open TTT,0,,01/16/1999,91,289
7373,Schaumburg $1100 RR Open,0,,01/16/1999,66,322
7374,NJTTC January Winter Open,0,,01/13/1999,111,328
7375,Maryland January Circuit,0,,01/10/1999,40,181
7376,Augusta January Open,0,,01/09/1999,21,71
7377,BCC Butterfly Jan Open,0,,01/09/1999,73,260
7378,Portsmouth Jan Open Invitation,0,,01/03/1999,13,42
7379,1998 USATT Nationals,0,,12/20/1998,592,2997
7380,Loma Linda 3rd Annual Stiga Wa,0,,12/13/1998,116,286
7381,Westfield December Open,0,,12/13/1998,116,346
7382,Augusta December Open,0,,12/13/1998,26,93
7383,Colorado 1998 Civil War Closed,0,,12/12/1998,31,80
7384,Davison December Open,0,,12/12/1998,50,216
7385,Maryland Circuit,0,,12/06/1998,33,155
7386,South Bend Open,0,,12/06/1998,46,216
7387,Valley of the Sun Open,0,,12/06/1998,64,220
7388,Atlanta Winter Open,0,,12/05/1998,36,152
7389,Cincinnati Giant RR Open,0,,12/05/1998,44,176
7390,Houston December 1998 RR,0,,12/05/1998,37,91
7391,Portland Warm-Up Double RR,0,,12/05/1998,18,65
7392,SFFL December Player Series,0,,12/05/1998,36,137
7393,Vital-E 2-Star Open,0,,12/05/1998,38,198
7394,1998 North American Teams Cham,0,,11/29/1998,629,5591
7395,Potomac Fall Open,0,,11/22/1998,94,341
7396,Beantown Pro Duck Tour,0,,11/22/1998,118,370
7397,1998 Midwest & Illinois Closed,0,,11/21/1998,91,286
7398,Atlanta Giant RR,0,,11/21/1998,41,174
7399,BCC,0,,11/21/1998,87,296
7400,Portsmouth November Open Invit,0,,11/21/1998,20,90
7401,San Diego Fall Open,0,,11/15/1998,118,376
7402,Harlingen Winter RR Open,0,,11/15/1998,34,120
7403,MDTTC November Open,0,,11/15/1998,36,84
7404,Westfield November Open,0,,11/15/1998,113,338
7405,Arkansas Open,0,,11/14/1998,57,186
7406,Augusta November Open,0,,11/14/1998,25,95
7407,Davison November Open,0,,11/14/1998,70,269
7408,1998 Pacific Rim Open,0,,11/08/1998,186,582
7409,Bay State Giant RR,0,,11/08/1998,62,245
7410,Maryland Circuit,0,,11/08/1998,44,201
7411,Chattanooga Open TTT,0,,11/07/1998,64,227
7412,Dayton Giant RR Open,0,,11/07/1998,38,153
7413,Fresno Fall Classic,0,,11/07/1998,34,107
7414,NY Open Circuit - Genesee Vall,0,,11/07/1998,41,115
7415,SFFL November Player Series,0,,11/07/1998,31,123
7416,"Kennedy Memorial Park ""Winter ",0,,11/01/1998,107,375
7417,NETTA Connecticut Open & 1998 ,0,,11/01/1998,37,95
7418,Waterfront TT Fall 1998 Teams ,0,,11/01/1998,12,19
7419,Fall 1998 Triangle TT League,0,,11/01/1998,19,148
7420,1998 Southern Open,0,,10/25/1998,118,382
7421,Joe Henneke Space Coast Open,0,,10/25/1998,52,253
7422,MDTTC October Open,0,,10/25/1998,21,53
7423,TT&M Fall Open,0,,10/25/1998,23,78
7424,Colorado 1998 Civil War Closed,0,,10/24/1998,25,97
7425,Sacramento Fall Open,0,,10/24/1998,77,318
7426,1998 Millcreek Open,0,,10/18/1998,96,480
7427,Tri-Cities Fall Open RR,0,,10/18/1998,41,264
7428,Westfield October Open,0,,10/18/1998,131,388
7429,Concord Cup,0,,10/18/1998,41,142
7430,Portsmouth Open Invitational,0,,10/17/1998,11,54
7431,T-Tonics Classics,0,,10/17/1998,60,239
7432,Huntsman World Senior Games,0,,10/16/1998,94,279
7433,1998 Colorado Springs Open,0,,10/11/1998,48,178
7434,13th Annual Bernard Hock Open,0,,10/10/1998,60,207
7435,Augusta October Open,0,,10/10/1998,24,94
7436,Davison October Open,0,,10/10/1998,49,209
7437,One Day RR,0,,10/10/1998,89,294
7438,Schaumburg $1200 RR Equal Op. ,0,,10/10/1998,64,297
7439,SFFL October Player Series,0,,10/05/1998,26,115
7440,Columbus Sun TV Fall Open,0,,10/04/1998,46,165
7441,Second Annual High Desert Open,0,,10/04/1998,44,92
7442,1998 Greater Atlanta Closed,0,,10/03/1998,28,92
7443,Maryland Circuit,0,,10/03/1998,35,163
7444,Daly City War Memorial,0,,09/27/1998,81,220
7445,MDTTC September Open,0,,09/27/1998,35,107
7446,1998 Kansas Fall Classic,0,,09/26/1998,33,123
7447,South Bend Senoda Open,0,,09/26/1998,56,219
7448,Syracuse Open,0,,09/26/1998,32,94
7449,Lake Havasu Open,0,,09/20/1998,94,363
7450,Augusta September Open,0,,09/19/1998,35,147
7451,Colorado Giant RR,0,,09/19/1998,25,90
7452,Three Rivers Fall Classic '98,0,,09/17/1998,32,124
7453,1998 Pacific Coast Open,0,,09/13/1998,111,308
7454,Westfield September Open,0,,09/13/1998,112,324
7455,1998 Decatur Open,0,,09/12/1998,74,272
7456,1998 Sunbelt TTT Champs,0,,09/12/1998,38,149
7457,Davison September Open,0,,09/12/1998,51,240
7458,Portland Late Summer Double RR,0,,09/12/1998,27,111
7459,Sam Lima Memorial,0,,09/06/1998,81,168
7460,SFFL September Player Series,0,,09/06/1998,25,90
7461,1998 Indianapolis Summer Open,0,,08/30/1998,40,150
7462,1998 McAelster Open,0,,08/30/1998,34,144
7463,AGBU TTT,0,,08/30/1998,103,224
7464,Florida State Closed,0,,08/30/1998,94,316
7465,MDTTC August Open,0,,08/30/1998,45,138
7466,Columbia August 1998 Giant RR,0,,08/30/1998,16,59
7467,Summer's End Closed,0,,08/30/1998,8,28
7468,1998 Music City Open,0,,08/29/1998,59,171
7469,2nd New Jersey State Jr. Champ,0,,08/29/1998,41,118
7470,Shaumburg $1110 RR Open,0,,08/29/1998,60,259
7471,Pensacola Summer Open,0,,08/22/1998,28,125
7472,San Francisco Summer Open,0,,08/16/1998,90,226
7473,Sun TV Open,0,,08/16/1998,238,1155
7474,1998 Waco Summer RR,0,,08/15/1998,46,175
7475,1998 AAU Junior Olympics,0,,08/09/1998,98,187
7476,Fall Kickoff Tournament,0,,08/09/1998,33,156
7477,St. Louis Gteway Open 2 Star T,0,,08/09/1998,96,384
7478,1998 Jr. Nationals,0,,08/08/1998,96,255
7479,Colorado Summer Open,0,,08/08/1998,26,105
7480,SFFL August Player Series,0,,08/08/1998,32,140
7481,Surf City Open TTT,0,,08/08/1998,44,96
7482,1998 Jr Oly Teams,0,,08/07/1998,68,66
7483,Keystone State Games,0,,08/02/1998,52,239
7484,Maryland Circuit,0,,08/02/1998,23,86
7485,Arizona Sizzler Open,0,,07/26/1998,56,260
7486,Rhode Island State Games,0,,07/25/1998,26,116
7487,Northwest Arkansas & Fayettevi,0,,07/25/1998,14,29
7488,Show-Me-State Games,0,,07/25/1998,46,96
7489,1998 Ohio Games,0,,07/19/1998,33,106
7490,Georgia Games,0,,07/19/1998,45,129
7491,Solo & Duo RMTTC Open,0,,07/19/1998,16,67
7492,Mountlake TTC 98 Open,0,,07/18/1998,44,98
7493,Portland Open July 98 Double R,0,,07/18/1998,30,123
7494,Sac-Rec Summer Open,0,,07/18/1998,85,294
7495,Maryland Circuit,0,,07/12/1998,35,117
7496,1998 Columbia July Giant RR,0,,07/12/1998,15,55
7497,1998 US Open,0,,07/05/1998,524,2328
7498,1998 Joe Henneke Memorial Open,0,,06/28/1998,68,278
7499,1998 Texas Open,0,,06/28/1998,116,407
7500,South Bend Giant RR,0,,06/28/1998,59,228
7501,Bluegrass Open Inv June Circui,0,,06/27/1998,9,36
7502,California State Open,0,,06/21/1998,110,316
7503,Davison June Open,0,,06/20/1998,41,181
7504,Schaumburg Open,0,,06/20/1998,81,276
7505,Mieklejohn Seniors,0,,06/14/1998,156,423
7506,MDTTC June Open,0,,06/14/1998,56,178
7507,1998 Seattle Open,0,,06/13/1998,108,399
7508,Maryland Circuit,0,,06/07/1998,24,87
7509,"Colorado ""Cheapo Discs"" Open",0,,06/06/1998,43,157
7510,GA AAU State Trials,0,,06/06/1998,18,56
7511,Houston June Open,0,,06/06/1998,61,174
7512,"Portland Double RR, U.S. Open ",0,,06/06/1998,23,90
7513,SFFL June Player Series,0,,06/06/1998,28,125
7514,1998 Michigan State Championsh,0,,05/31/1998,41,142
7515,Florida Sunshine State Games,0,,05/31/1998,77,400
7516,AAU/USA Junior Olympic Trials,0,,05/30/1998,27,58
7517,AITTL Singles,0,,05/30/1998,10,16
7518,Bluegrass Open Inv May Circuit,0,,05/30/1998,8,27
7519,Golden State Open,0,,05/24/1998,141,392
7520,Maryland Closed Championships,0,,05/24/1998,29,102
7521,Giant Pocono Modified RR,0,,05/24/1998,35,123
7522,Cincinnati Giant RR Open,0,,05/23/1998,31,115
7523,Arizona State Championship,0,,05/17/1998,59,223
7524,Potomac Spring Open,0,,05/17/1998,76,254
7525,Westfield May Open,0,,05/17/1998,128,410
7526,Davison May Open,0,,05/16/1998,41,149
7527,Marylan Medallion Championship,0,,05/16/1998,20,97
7528,San Diego Open,0,,05/10/1998,112,295
7529,"1998 Wichita ""River City"" TTT",0,,05/10/1998,47,241
7530,34th St. Jospeh Valley Open/Al,0,,05/10/1998,202,967
7531,MDTTC May Open,0,,05/10/1998,28,102
7532,Columbia May 1998 Giant RR,0,,05/09/1998,9,36
7533,Maryland Circuit,0,,05/04/1998,27,104
7534,Portland Double RR,0,,05/02/1998,33,148
7535,SFFL May Player Series,0,,05/02/1998,23,119
7536,Sun City Open Senior TTT,0,,05/02/1998,48,69
7537,Cinco De Mayo RR,0,,05/02/1998,79,223
7538,1998 Indiana State Closed,0,,04/26/1998,33,107
7539,1998 Ohio Championships,0,,04/26/1998,55,242
7540,New Jersey Closed,0,,04/26/1998,94,276
7541,PA State Games,0,,04/26/1998,90,381
7542,Thousand Oaks TTC,0,,04/26/1998,76,226
7543,North American Championships 1,0,,04/25/1998,48,92
7544,Tennessee State TTT,0,,04/25/1998,36,173
7545,Alabama Closed,0,,04/25/1998,31,158
7546,Albuquerque Team Tournament,0,,04/25/1998,29,111
7547,Miami TTC One-day RR,0,,04/25/1998,65,242
7548,Schaumburg TT 12th Anniversary,0,,04/25/1998,98,278
7549,St. Louis Spring Open,0,,04/25/1998,43,94
7550,Champions March Open,0,,04/19/1998,91,264
7551,Fools of April,0,,04/19/1998,32,125
7552,National Collegiate Team Champ,0,,04/19/1998,39,187
7553,Rhode Island Open,0,,04/19/1998,12,44
7554,Tri-Cities Spring RR,0,,04/19/1998,41,252
7555,1998 Charlotte Spring Open,0,,04/18/1998,15,51
7556,Atlanta Spring Open,0,,04/18/1998,50,183
7557,Bluegrass Open Invitational,0,,04/18/1998,9,34
7558,Davison Spring Open,0,,04/18/1998,50,216
7559,Ralph Robinson Memorial Open,0,,04/18/1998,87,239
7560,MDTTC April Open,0,,04/12/1998,44,126
7561,1998 ACUI,0,,04/11/1998,61,231
7562,April Westfield Open,0,,04/05/1998,96,313
7563,Maryland Circuit,0,,04/05/1998,27,114
7564,Sacramento Spring Open,0,,04/05/1998,84,326
7565,'98 Overseas Chinese Open,0,,04/04/1998,73,222
7566,Dayton Giant RR Open,0,,04/04/1998,51,222
7567,SFFL April Player Series,0,,04/04/1998,33,142
7568,3rd Annual Waterfront Bill Sha,0,,03/29/1998,60,189
7569,Colorado River Open,0,,03/29/1998,69,276
7570,Portland TT March Bash,0,,03/29/1998,24,125
7571,Bluegrass Open Inv March Circu,0,,03/28/1998,8,28
7572,Three Rivers TT Classic '98,0,,03/28/1998,30,132
7573,Billings Open TTT,0,,03/21/1998,28,141
7574,1998 Eastern Open,0,,03/20/1998,359,1107
7575,March Westfield Open,0,,03/15/1998,132,401
7576,MDTTC March Open,0,,03/15/1998,50,126
7577,Columbia March 1998 Giant RR,0,,03/15/1998,15,55
7578,1998 Nashville Spring Open,0,,03/14/1998,65,210
7579,Fair Haven Invitational,0,,03/14/1998,20,43
7580,HTTC March RR,0,,03/14/1998,40,200
7581,March Madness Canton Open,0,,03/14/1998,73,231
7582,Wisner Open,0,,03/07/1998,49,143
7583,Atlanta Open Giant RR,0,,03/07/1998,46,179
7584,Harlingen Spring Open RR,0,,03/07/1998,30,149
7585,National Team Trials,0,,03/07/1998,21,63
7586,SFFL March Player Series,0,,03/07/1998,40,165
7587,Rochester Giant RR,0,,03/01/1998,73,413
7588,5th Annual Sun TV Open,0,,03/01/1998,82,249
7589,Colorado March Open,0,,03/01/1998,50,171
7590,Baystate Winter Open,0,,02/28/1998,70,170
7591,Davison February Open,0,,02/28/1998,73,297
7592,North Alabama Open,0,,02/28/1998,43,165
7593,Two-Man Team RR,0,,02/28/1998,20,54
7594,1998 Arizona Open,0,,02/22/1998,121,505
7595,1998 Irving RR,0,,02/22/1998,70,347
7596,Fair Haven Invitational,0,,02/21/1998,19,61
7597,Bluegrass Open Invitational,0,,02/21/1998,9,35
7598,MATTC February Open,0,,02/21/1998,63,223
7599,Schaumburg $1110 February Open,0,,02/21/1998,100,283
7600,Berkeley TTC President's Day T,0,,02/15/1998,97,349
7601,February Westfield Open,0,,02/15/1998,142,380
7602,MDTTC February Open,0,,02/15/1998,65,202
7603,Oakbrook Winter Open,0,,02/14/1998,85,318
7604,Maryland Circuit,0,,02/08/1998,53,204
7605,2nd Annual Palmer Giant RR,0,,02/07/1998,37,156
7606,Columbus RR,0,,02/07/1998,36,144
7607,SFFL February Player Series,0,,02/07/1998,39,180
7608,Orlando Winter Open,0,,02/01/1998,90,250
7609,South Bend Open,0,,02/01/1998,70,367
7610,Star of the North Winter Sport,0,,02/01/1998,79,364
7611,3rd Annual Waterfront George R,0,,02/01/1998,57,199
7612,Olive Garden New Year's Open,0,,02/01/1998,28,79
7613,Marcy Monasterial Mem,0,,01/31/1998,24,52
7614,Sac-Rec Winter Open,0,,01/31/1998,86,284
7615,Sooner State Games,0,,01/31/1998,22,96
7616,MATTC January Open,0,,01/25/1998,72,263
7617,Pensacola Winter Open,0,,01/24/1998,31,133
7618,Portland Giant RR,0,,01/24/1998,29,126
7619,Texas State Championships,0,,01/24/1998,67,147
7620,Winter Open,0,,01/24/1998,61,255
7621,Cleveland Winter Open,0,,01/18/1998,110,483
7622,January Westfield Open,0,,01/18/1998,108,314
7623,Lincoln Open,0,,01/18/1998,45,140
7624,MDTTC January Open,0,,01/18/1998,58,177
7625,Columbia Closed,0,,01/18/1998,11,39
7626,Fairhaven Invitational,0,,01/17/1998,15,38
7627,Schaumburg $1000 January Open,0,,01/17/1998,95,279
7628,Maryland Circuit,0,,01/11/1998,45,208
7629,"South Florida ""Winter Sunshine",0,,01/11/1998,59,211
7630,1998 Charlotte Open,0,,01/11/1998,18,78
7631,1998 New Hampshire RR Open,0,,01/11/1998,60,187
7632,HTTC January RR,0,,01/10/1998,26,101
7633,SFFL January Player Series,0,,01/03/1998,27,116
7634,US Nationals,0,,12/21/1997,650,3194
7635,December Westfield Open,0,,12/14/1997,117,336
7636,Columbia December Giant RR,0,,12/14/1997,17,55
7637,Houston December,0,,12/13/1997,36,162
7638,Schaumburg Christmas RR Open,0,,12/13/1997,47,217
7639,"1997 2nd Annual US Nationals """,0,,12/07/1997,132,351
7640,1997 Valley of the Sun Open,0,,12/07/1997,90,356
7641,Maryland Dec Circuit,0,,12/07/1997,41,164
7642,1997 Happy Holidays TTT,0,,12/06/1997,44,178
7643,CATTC Fall Open,0,,12/06/1997,31,98
7644,Holiday Open,0,,12/06/1997,47,197
7645,Portland TT Double RR,0,,12/06/1997,33,151
7646,SFFL December Player Series,0,,12/06/1997,42,167
7647,US Open Teams Championships,0,,11/30/1997,699,6519
7648,Rhode Island Nov. RR,0,,11/30/1997,14,41
7649,Potomac Fall Open,0,,11/23/1997,94,313
7650,Daly City First Open RR Single,0,,11/22/1997,61,151
7651,Mini-Pac Rim Oregon Championsh,0,,11/16/1997,56,238
7652,35th St. Joeseph Valley Open,0,,11/16/1997,89,305
7653,November Westfield Open,0,,11/16/1997,118,359
7654,1997 MIT Open,0,,11/15/1997,45,97
7655,Greater Atlanta Closed,0,,11/15/1997,37,75
7656,Sac-Rec Fall Fun-for-all Open,0,,11/15/1997,77,246
7657,St. Louis Fall Closed RR Club ,0,,11/15/1997,23,47
7658,Champions November Open,0,,11/09/1997,99,275
7659,Maryland November Circuit,0,,11/09/1997,47,189
7660,South Florida Winter Open,0,,11/09/1997,78,269
7661,Arkansas Closed,0,,11/08/1997,39,158
7662,Chattanooga Fall Open,0,,11/08/1997,64,246
7663,Dayton TABL 10S Open,0,,11/08/1997,67,177
7664,Fall Open,0,,11/08/1997,66,271
7665,1997 Sports Garden Open,0,,11/02/1997,63,262
7666,Bay State 1997 Giant RR,0,,11/02/1997,37,207
7667,MDTTC November Open,0,,11/02/1997,51,134
7668,SFFL November Player Series,0,,11/01/1997,24,98
7669,1997 Southern Open,0,,10/26/1997,121,387
7670,Buckeye Honda Lancaster Open R,0,,10/26/1997,36,141
7671,Fall 97 Teams Open,0,,10/26/1997,30,118
7672,MATTC October Open,0,,10/26/1997,54,206
7673,Palama Closed,0,,10/26/1997,10,23
7674,Memphis Open,0,,10/25/1997,48,126
7675,San Diego Open,0,,10/19/1997,96,238
7676,1997 Millcreek Open,0,,10/19/1997,107,544
7677,October Westfield Open,0,,10/19/1997,142,417
7678,Tri-Cities Open Fall RR,0,,10/19/1997,41,247
7679,Modesto Jr. College,0,,10/18/1997,26,108
7680,Strike One October Open,0,,10/18/1997,13,35
7681,T-Tonics Classics Open TTT,0,,10/18/1997,61,234
7682,Huntsman World Senior Games,0,,10/17/1997,91,268
7683,Portland Fall Open,0,,10/12/1997,41,208
7684,12th Annual Bernard Hock Open,0,,10/12/1997,94,296
7685,MDTTC October Open,0,,10/12/1997,48,125
7686,Palmer Fall Open,0,,10/12/1997,63,340
7687,Sacramento Open,0,,10/12/1997,83,424
7688,Oct. '97 Giant Pocono Modified,0,,10/12/1997,24,102
7689,Columbia October Giant RR,0,,10/11/1997,10,33
7690,Colorado Springs Open,0,,10/05/1997,66,245
7691,Columbus Fall Open,0,,10/05/1997,47,157
7692,Maryland October Circuit,0,,10/05/1997,28,119
7693,SFFL October Player Series,0,,10/04/1997,31,119
7694,MATTC Septemter Open,0,,09/28/1997,56,218
7695,Oded Amitz-Lev Memorial TT Cha,0,,09/28/1997,83,360
